shipment_id,origin,destination,distance_km,carrier,mode,order_date,expected_delivery_date,delivered_date,weather_severity,traffic_condition
SHP103852,Chennai,Kolkata,288,Delhivery,Rail,2024-09-09,2024-09-14,2024-09-15,1,5
SHP103853,Chennai,Kolkata,587,Delhivery,Rail,2024-04-03,2024-04-08,2024-04-08,2,5
SHP103854,Bangalore,Kolkata,1772,Delhivery,Air,2024-01-06,2024-01-08,2024-01-09,2,3
SHP103855,Ahmedabad,Chennai,718,Delhivery,Air,2024-03-02,2024-03-06,2024-03-09,1,5
SHP103856,Hyderabad,Ahmedabad,987,Delhivery,Air,2024-04-23,2024-04-26,2024-04-28,1,1
SHP103857,Chennai,Mumbai,2137,EcomExpress,Air,2024-04-07,2024-04-10,2024-04-13,3,4
SHP103858,Pune,Kolkata,500,DHL,Truck,2024-01-15,2024-01-18,2024-01-18,1,1
SHP103859,Hyderabad,Pune,1427,DHL,Rail,2024-05-04,2024-05-07,2024-05-07,3,4
SHP103860,Chennai,Pune,895,FedEx,Air,2024-02-18,2024-02-24,2024-02-25,0,3
SHP103861,Hyderabad,Pune,1239,EcomExpress,Rail,2024-07-07,2024-07-14,2024-07-17,2,1
SHP103862,Bangalore,Mumbai,1570,FedEx,Truck,2024-07-30,2024-08-04,2024-08-06,1,5
SHP103863,Delhi,Ahmedabad,851,FedEx,Truck,2024-04-12,2024-04-18,2024-04-19,3,1
SHP103864,Kolkata,Hyderabad,1855,Delhivery,Rail,2024-08-31,2024-09-05,2024-09-05,3,4
SHP103865,Chennai,Pune,804,FedEx,Air,2024-02-10,2024-02-15,2024-02-15,1,3
SHP103866,Mumbai,Delhi,1702,EcomExpress,Truck,2024-09-17,2024-09-22,2024-09-22,0,2
SHP103867,Mumbai,Delhi,877,EcomExpress,Air,2024-10-17,2024-10-24,2024-10-24,2,2
SHP103868,Chennai,Hyderabad,1177,FedEx,Truck,2024-08-22,2024-08-25,2024-08-25,0,3
SHP103869,Mumbai,Pune,2020,DHL,Rail,2024-04-14,2024-04-20,2024-04-20,1,1
SHP103870,Delhi,Hyderabad,2291,DHL,Truck,2024-06-27,2024-06-29,2024-07-01,2,5
SHP103871,Pune,Hyderabad,131,Delhivery,Rail,2024-01-09,2024-01-12,2024-01-12,1,5
SHP103872,Pune,Kolkata,1549,FedEx,Truck,2024-03-17,2024-03-18,2024-03-21,2,4
SHP103873,Kolkata,Delhi,389,EcomExpress,Rail,2024-03-26,2024-03-27,2024-03-30,0,4
SHP103874,Hyderabad,Bangalore,2113,EcomExpress,Air,2024-09-16,2024-09-21,2024-09-21,3,3
SHP103875,Bangalore,Pune,1838,Delhivery,Air,2024-10-20,2024-10-24,2024-10-26,2,3
SHP103876,Kolkata,Mumbai,1878,FedEx,Air,2024-03-03,2024-03-06,2024-03-06,1,3
SHP103877,Delhi,Kolkata,2029,FedEx,Air,2024-02-24,2024-02-28,2024-02-28,3,5
SHP103878,Ahmedabad,Kolkata,969,EcomExpress,Truck,2024-03-23,2024-03-28,2024-03-29,2,1
SHP103879,Ahmedabad,Kolkata,1029,FedEx,Air,2024-10-21,2024-10-26,2024-10-29,1,4
SHP103880,Hyderabad,Chennai,2393,EcomExpress,Rail,2024-09-20,2024-09-25,2024-09-25,2,5
SHP103881,Pune,Mumbai,633,DHL,Rail,2024-05-27,2024-06-01,2024-06-01,2,5
SHP103882,Pune,Ahmedabad,2461,DHL,Air,2024-03-26,2024-04-01,2024-04-01,1,2
SHP103883,Ahmedabad,Kolkata,1892,BlueDart,Truck,2024-02-11,2024-02-17,2024-02-17,2,4
SHP103884,Hyderabad,Kolkata,1029,Delhivery,Truck,2024-08-26,2024-09-01,2024-09-03,0,1
SHP103885,Kolkata,Delhi,1648,Delhivery,Rail,2024-04-28,2024-04-30,2024-04-30,2,5
SHP103886,Bangalore,Hyderabad,723,EcomExpress,Air,2024-08-24,2024-08-25,2024-08-26,3,5
SHP103887,Chennai,Delhi,1122,Delhivery,Rail,2024-03-11,2024-03-15,2024-03-17,0,3
SHP103888,Kolkata,Mumbai,567,Delhivery,Air,2024-04-23,2024-04-24,2024-04-27,3,1
SHP103889,Kolkata,Ahmedabad,919,BlueDart,Air,2024-03-07,2024-03-12,2024-03-14,1,5
SHP103890,Pune,Kolkata,151,BlueDart,Truck,2024-03-04,2024-03-05,2024-03-05,3,4
SHP103891,Delhi,Hyderabad,364,DHL,Truck,2024-08-04,2024-08-10,2024-08-13,2,3
SHP103892,Mumbai,Chennai,2078,DHL,Rail,2024-06-03,2024-06-04,2024-06-04,3,5
SHP103893,Pune,Ahmedabad,983,Delhivery,Air,2024-03-02,2024-03-05,2024-03-06,2,5
SHP103894,Chennai,Kolkata,2177,DHL,Air,2024-09-28,2024-09-30,2024-10-03,0,4
SHP103895,Kolkata,Delhi,2076,FedEx,Air,2024-07-14,2024-07-16,2024-07-16,2,2
SHP103896,Pune,Ahmedabad,1053,EcomExpress,Rail,2024-01-30,2024-01-31,2024-01-31,0,4
SHP103897,Mumbai,Bangalore,1088,BlueDart,Truck,2024-06-07,2024-06-11,2024-06-11,3,3
SHP103898,Mumbai,Chennai,1593,DHL,Rail,2024-07-12,2024-07-15,2024-07-15,0,3
SHP103899,Chennai,Mumbai,505,DHL,Air,2024-05-15,2024-05-19,2024-05-21,2,3
SHP103900,Pune,Ahmedabad,2193,DHL,Truck,2024-09-30,2024-10-07,2024-10-10,0,3
SHP103901,Chennai,Pune,1013,FedEx,Air,2024-06-22,2024-06-23,2024-06-26,2,4
SHP103902,Mumbai,Hyderabad,1144,DHL,Rail,2024-07-13,2024-07-20,2024-07-20,2,5
SHP103903,Ahmedabad,Bangalore,2409,FedEx,Air,2024-01-14,2024-01-15,2024-01-15,2,1
SHP103904,Kolkata,Hyderabad,1863,Delhivery,Rail,2024-05-27,2024-05-30,2024-05-31,1,2
SHP103905,Ahmedabad,Hyderabad,1466,EcomExpress,Truck,2024-01-18,2024-01-25,2024-01-26,3,4
SHP103906,Delhi,Mumbai,1239,DHL,Rail,2024-03-17,2024-03-22,2024-03-24,2,3
SHP103907,Bangalore,Ahmedabad,1653,BlueDart,Truck,2024-01-13,2024-01-19,2024-01-19,0,5
SHP103908,Mumbai,Delhi,180,Delhivery,Air,2024-01-09,2024-01-12,2024-01-13,2,4
SHP103909,Kolkata,Chennai,931,FedEx,Air,2024-03-04,2024-03-09,2024-03-12,1,5
SHP103910,Delhi,Bangalore,1727,EcomExpress,Rail,2024-09-10,2024-09-13,2024-09-14,0,3
SHP103911,Ahmedabad,Mumbai,2323,FedEx,Truck,2024-09-21,2024-09-24,2024-09-24,1,2
SHP103912,Chennai,Delhi,300,BlueDart,Rail,2024-06-23,2024-06-27,2024-06-28,0,3
SHP103913,Mumbai,Kolkata,263,DHL,Truck,2024-01-18,2024-01-20,2024-01-20,1,4
SHP103914,Kolkata,Delhi,2062,Delhivery,Air,2024-06-05,2024-06-08,2024-06-08,1,2
SHP103915,Ahmedabad,Mumbai,780,Delhivery,Rail,2024-04-19,2024-04-20,2024-04-21,0,4
SHP103916,Chennai,Pune,2494,EcomExpress,Truck,2024-08-08,2024-08-13,2024-08-13,1,2
SHP103917,Mumbai,Ahmedabad,1602,Delhivery,Air,2024-06-12,2024-06-15,2024-06-16,3,5
SHP103918,Bangalore,Mumbai,1664,EcomExpress,Air,2024-01-23,2024-01-29,2024-01-29,2,5
SHP103919,Chennai,Kolkata,121,FedEx,Air,2024-09-26,2024-09-28,2024-09-28,2,3
SHP103920,Kolkata,Chennai,2368,Delhivery,Air,2024-07-13,2024-07-15,2024-07-17,0,2
SHP103921,Delhi,Bangalore,1972,BlueDart,Air,2024-03-25,2024-03-27,2024-03-27,3,3
SHP103922,Bangalore,Hyderabad,1416,EcomExpress,Air,2024-05-12,2024-05-18,2024-05-20,0,3
SHP103923,Pune,Kolkata,244,Delhivery,Air,2024-10-18,2024-10-21,2024-10-24,3,3
SHP103924,Chennai,Mumbai,1926,EcomExpress,Air,2024-07-09,2024-07-10,2024-07-10,0,1
SHP103925,Kolkata,Chennai,108,DHL,Rail,2024-08-14,2024-08-21,2024-08-21,2,3
SHP103926,Chennai,Ahmedabad,813,DHL,Truck,2024-06-01,2024-06-07,2024-06-07,1,3
SHP103927,Hyderabad,Pune,1881,FedEx,Truck,2024-10-27,2024-11-02,2024-11-05,0,5
SHP103928,Delhi,Pune,1119,EcomExpress,Rail,2024-06-18,2024-06-25,2024-06-27,3,3
SHP103929,Pune,Ahmedabad,1449,DHL,Rail,2024-06-16,2024-06-21,2024-06-21,3,5
SHP103930,Bangalore,Hyderabad,1664,EcomExpress,Rail,2024-06-10,2024-06-17,2024-06-17,2,3
SHP103931,Kolkata,Pune,518,FedEx,Air,2024-02-14,2024-02-16,2024-02-18,2,4
SHP103932,Kolkata,Pune,290,Delhivery,Rail,2024-05-28,2024-05-30,2024-05-30,2,3
SHP103933,Mumbai,Kolkata,2110,BlueDart,Truck,2024-03-22,2024-03-27,2024-03-27,2,5
SHP103934,Mumbai,Pune,757,BlueDart,Rail,2024-05-24,2024-05-25,2024-05-25,1,3
SHP103935,Pune,Hyderabad,1790,FedEx,Rail,2024-04-30,2024-05-07,2024-05-09,2,4
SHP103936,Mumbai,Delhi,716,Delhivery,Truck,2024-09-05,2024-09-09,2024-09-09,1,5
SHP103937,Mumbai,Bangalore,1272,BlueDart,Rail,2024-02-14,2024-02-15,2024-02-15,1,3
SHP103938,Bangalore,Delhi,149,DHL,Air,2024-02-13,2024-02-20,2024-02-21,3,5
SHP103939,Hyderabad,Mumbai,421,Delhivery,Rail,2024-07-26,2024-07-30,2024-08-02,0,2
SHP103940,Kolkata,Delhi,791,BlueDart,Truck,2024-04-18,2024-04-22,2024-04-23,3,2
SHP103941,Ahmedabad,Bangalore,1297,BlueDart,Rail,2024-01-23,2024-01-29,2024-01-29,2,3
SHP103942,Ahmedabad,Hyderabad,1164,FedEx,Rail,2024-07-05,2024-07-08,2024-07-10,2,2
SHP103943,Delhi,Kolkata,1862,FedEx,Rail,2024-04-10,2024-04-12,2024-04-12,3,3
SHP103944,Delhi,Ahmedabad,2193,Delhivery,Air,2024-02-13,2024-02-17,2024-02-20,0,4
SHP103945,Bangalore,Pune,337,BlueDart,Truck,2024-05-15,2024-05-16,2024-05-18,1,3
SHP103946,Mumbai,Kolkata,372,BlueDart,Rail,2024-07-13,2024-07-18,2024-07-18,3,2
SHP103947,Hyderabad,Bangalore,1737,BlueDart,Air,2024-09-10,2024-09-16,2024-09-16,3,5
SHP103948,Delhi,Ahmedabad,1572,FedEx,Truck,2024-04-18,2024-04-25,2024-04-28,3,5
SHP103949,Delhi,Mumbai,1979,Delhivery,Air,2024-02-23,2024-02-24,2024-02-24,0,1
SHP103950,Chennai,Kolkata,663,FedEx,Truck,2024-06-26,2024-07-03,2024-07-04,0,1
SHP103951,Pune,Chennai,1870,FedEx,Rail,2024-10-16,2024-10-18,2024-10-18,1,3
SHP103952,Mumbai,Bangalore,182,BlueDart,Rail,2024-10-03,2024-10-07,2024-10-07,3,3
SHP103953,Kolkata,Bangalore,2100,BlueDart,Air,2024-05-27,2024-06-02,2024-06-02,0,4
SHP103954,Bangalore,Delhi,1002,DHL,Rail,2024-06-19,2024-06-22,2024-06-22,2,3
SHP103955,Bangalore,Ahmedabad,2313,FedEx,Truck,2024-06-28,2024-06-29,2024-07-02,1,2
SHP103956,Mumbai,Bangalore,1995,EcomExpress,Rail,2024-09-20,2024-09-25,2024-09-27,1,1
SHP103957,Mumbai,Ahmedabad,1047,EcomExpress,Rail,2024-02-23,2024-02-28,2024-02-28,0,2
SHP103958,Chennai,Bangalore,1928,Delhivery,Air,2024-05-28,2024-05-30,2024-06-01,3,1
SHP103959,Kolkata,Mumbai,1322,Delhivery,Truck,2024-04-20,2024-04-25,2024-04-26,0,3
SHP103960,Ahmedabad,Pune,432,BlueDart,Truck,2024-02-12,2024-02-14,2024-02-17,0,3
SHP103961,Kolkata,Chennai,157,EcomExpress,Air,2024-01-27,2024-02-02,2024-02-02,0,5
SHP103962,Pune,Delhi,1869,Delhivery,Truck,2024-08-24,2024-08-29,2024-08-30,1,1
SHP103963,Pune,Chennai,2313,DHL,Truck,2024-03-16,2024-03-23,2024-03-23,2,1
SHP103964,Mumbai,Chennai,1551,EcomExpress,Air,2024-10-10,2024-10-12,2024-10-15,3,4
SHP103965,Bangalore,Pune,1655,BlueDart,Air,2024-01-20,2024-01-27,2024-01-30,2,1
SHP103966,Mumbai,Bangalore,783,EcomExpress,Air,2024-02-22,2024-02-23,2024-02-23,0,4
SHP103967,Mumbai,Delhi,2018,DHL,Air,2024-03-11,2024-03-16,2024-03-16,1,5
SHP103968,Pune,Kolkata,1987,DHL,Rail,2024-03-24,2024-03-27,2024-03-29,1,3
SHP103969,Bangalore,Ahmedabad,2279,EcomExpress,Air,2024-06-12,2024-06-14,2024-06-15,2,5
SHP103970,Hyderabad,Delhi,515,Delhivery,Truck,2024-01-16,2024-01-19,2024-01-19,0,2
SHP103971,Hyderabad,Mumbai,242,EcomExpress,Air,2024-02-11,2024-02-18,2024-02-18,2,3
SHP103972,Mumbai,Kolkata,1342,BlueDart,Truck,2024-08-27,2024-09-03,2024-09-03,2,4
SHP103973,Delhi,Mumbai,975,DHL,Air,2024-08-30,2024-08-31,2024-08-31,0,5
SHP103974,Mumbai,Chennai,706,BlueDart,Truck,2024-08-02,2024-08-05,2024-08-05,2,5
SHP103975,Mumbai,Kolkata,538,BlueDart,Rail,2024-07-31,2024-08-07,2024-08-07,2,4
SHP103976,Mumbai,Chennai,1968,EcomExpress,Air,2024-07-18,2024-07-25,2024-07-28,1,1
SHP103977,Ahmedabad,Hyderabad,1388,DHL,Truck,2024-08-01,2024-08-06,2024-08-06,3,5
SHP103978,Kolkata,Bangalore,2245,BlueDart,Truck,2024-06-18,2024-06-25,2024-06-26,2,4
SHP103979,Mumbai,Bangalore,950,Delhivery,Truck,2024-10-14,2024-10-21,2024-10-21,1,1
SHP103980,Pune,Chennai,2336,DHL,Air,2024-10-02,2024-10-04,2024-10-04,1,1
SHP103981,Ahmedabad,Bangalore,2021,EcomExpress,Air,2024-02-04,2024-02-11,2024-02-11,0,5
SHP103982,Chennai,Kolkata,2145,FedEx,Rail,2024-05-05,2024-05-06,2024-05-07,3,4
SHP103983,Kolkata,Ahmedabad,1593,EcomExpress,Rail,2024-08-10,2024-08-15,2024-08-17,0,1
SHP103984,Ahmedabad,Kolkata,121,Delhivery,Truck,2024-08-29,2024-08-31,2024-08-31,0,3
SHP103985,Chennai,Mumbai,1669,FedEx,Truck,2024-04-22,2024-04-23,2024-04-25,3,4
SHP103986,Hyderabad,Chennai,345,DHL,Air,2024-02-02,2024-02-09,2024-02-12,1,4
SHP103987,Delhi,Ahmedabad,625,DHL,Air,2024-01-28,2024-02-03,2024-02-06,0,5
SHP103988,Mumbai,Chennai,733,EcomExpress,Truck,2024-02-21,2024-02-25,2024-02-26,1,2
SHP103989,Delhi,Mumbai,543,Delhivery,Rail,2024-01-27,2024-01-30,2024-01-30,2,5
SHP103990,Bangalore,Kolkata,728,EcomExpress,Rail,2024-06-30,2024-07-02,2024-07-03,2,1
SHP103991,Hyderabad,Kolkata,2067,Delhivery,Rail,2024-03-06,2024-03-07,2024-03-07,2,4
SHP103992,Mumbai,Kolkata,1192,EcomExpress,Rail,2024-04-30,2024-05-03,2024-05-06,2,5
SHP103993,Mumbai,Delhi,510,BlueDart,Rail,2024-09-26,2024-09-27,2024-09-27,0,4
SHP103994,Chennai,Delhi,1384,BlueDart,Air,2024-04-14,2024-04-20,2024-04-20,0,4
SHP103995,Kolkata,Mumbai,1478,EcomExpress,Rail,2024-04-24,2024-04-30,2024-05-02,2,2
SHP103996,Bangalore,Pune,2059,Delhivery,Rail,2024-07-21,2024-07-28,2024-07-30,2,2
SHP103997,Kolkata,Bangalore,363,BlueDart,Truck,2024-01-29,2024-02-01,2024-02-01,1,2
SHP103998,Hyderabad,Ahmedabad,1061,BlueDart,Air,2024-06-27,2024-07-03,2024-07-05,3,3
SHP103999,Kolkata,Pune,2177,BlueDart,Air,2024-07-08,2024-07-12,2024-07-14,2,1
SHP104000,Hyderabad,Delhi,741,EcomExpress,Truck,2024-06-25,2024-06-30,2024-07-02,1,2
SHP104001,Delhi,Mumbai,230,FedEx,Air,2024-08-07,2024-08-12,2024-08-12,2,5
SHP104002,Hyderabad,Delhi,1550,DHL,Truck,2024-03-10,2024-03-13,2024-03-13,1,1
SHP104003,Bangalore,Pune,530,BlueDart,Rail,2024-10-18,2024-10-19,2024-10-22,2,5
SHP104004,Bangalore,Kolkata,2001,FedEx,Rail,2024-01-29,2024-02-04,2024-02-04,2,3
SHP104005,Hyderabad,Kolkata,1285,DHL,Rail,2024-03-20,2024-03-26,2024-03-29,2,3
SHP104006,Bangalore,Chennai,559,FedEx,Truck,2024-07-15,2024-07-21,2024-07-21,2,4
SHP104007,Delhi,Bangalore,746,DHL,Air,2024-03-22,2024-03-28,2024-03-29,2,2
SHP104008,Bangalore,Delhi,274,Delhivery,Truck,2024-05-14,2024-05-19,2024-05-19,1,1
SHP104009,Kolkata,Hyderabad,802,DHL,Air,2024-09-20,2024-09-21,2024-09-24,3,4
SHP104010,Chennai,Hyderabad,2391,Delhivery,Rail,2024-10-02,2024-10-08,2024-10-08,2,1
SHP104011,Pune,Ahmedabad,1872,DHL,Air,2024-09-01,2024-09-07,2024-09-09,1,4
SHP104012,Hyderabad,Ahmedabad,707,EcomExpress,Truck,2024-06-10,2024-06-12,2024-06-12,0,3
SHP104013,Delhi,Kolkata,1920,EcomExpress,Truck,2024-08-18,2024-08-22,2024-08-22,1,2
SHP104014,Pune,Hyderabad,2484,Delhivery,Rail,2024-05-10,2024-05-16,2024-05-16,1,2
SHP104015,Bangalore,Hyderabad,455,EcomExpress,Air,2024-06-07,2024-06-12,2024-06-12,3,4
SHP104016,Chennai,Pune,989,DHL,Truck,2024-04-15,2024-04-18,2024-04-18,0,3
SHP104017,Hyderabad,Pune,2230,BlueDart,Air,2024-08-22,2024-08-23,2024-08-25,1,1
SHP104018,Ahmedabad,Chennai,581,EcomExpress,Air,2024-08-24,2024-08-28,2024-08-31,3,4
SHP104019,Chennai,Kolkata,1792,FedEx,Air,2024-07-24,2024-07-30,2024-08-01,3,5
SHP104020,Chennai,Bangalore,822,BlueDart,Air,2024-08-18,2024-08-19,2024-08-19,0,5
SHP104021,Delhi,Chennai,316,EcomExpress,Truck,2024-02-09,2024-02-10,2024-02-10,1,4
SHP104022,Kolkata,Delhi,1341,FedEx,Truck,2024-10-15,2024-10-16,2024-10-16,1,4
SHP104023,Hyderabad,Bangalore,1213,EcomExpress,Rail,2024-04-12,2024-04-13,2024-04-13,3,3
SHP104024,Delhi,Chennai,2214,BlueDart,Truck,2024-05-15,2024-05-18,2024-05-19,0,2
SHP104025,Hyderabad,Bangalore,2142,FedEx,Air,2024-10-03,2024-10-06,2024-10-06,0,2
SHP104026,Kolkata,Hyderabad,437,BlueDart,Rail,2024-10-10,2024-10-12,2024-10-13,1,1
SHP104027,Pune,Kolkata,2031,Delhivery,Air,2024-07-15,2024-07-19,2024-07-19,0,5
SHP104028,Mumbai,Chennai,828,Delhivery,Truck,2024-06-14,2024-06-19,2024-06-19,0,4
SHP104029,Ahmedabad,Hyderabad,2331,BlueDart,Air,2024-09-06,2024-09-07,2024-09-09,1,4
SHP104030,Mumbai,Kolkata,1697,DHL,Truck,2024-04-15,2024-04-17,2024-04-17,3,4
SHP104031,Pune,Delhi,2416,FedEx,Truck,2024-07-17,2024-07-22,2024-07-22,2,5
SHP104032,Ahmedabad,Mumbai,1347,FedEx,Truck,2024-01-01,2024-01-02,2024-01-03,3,2
SHP104033,Ahmedabad,Chennai,2038,EcomExpress,Truck,2024-01-30,2024-02-01,2024-02-01,3,3
SHP104034,Ahmedabad,Kolkata,1877,Delhivery,Rail,2024-09-09,2024-09-15,2024-09-18,2,3
SHP104035,Bangalore,Pune,2445,FedEx,Truck,2024-02-20,2024-02-22,2024-02-22,2,3
SHP104036,Kolkata,Chennai,721,Delhivery,Air,2024-05-22,2024-05-29,2024-05-30,2,4
SHP104037,Ahmedabad,Mumbai,1086,DHL,Truck,2024-07-23,2024-07-25,2024-07-26,0,1
SHP104038,Pune,Delhi,816,BlueDart,Air,2024-06-18,2024-06-22,2024-06-22,0,4
SHP104039,Pune,Ahmedabad,501,Delhivery,Truck,2024-07-05,2024-07-11,2024-07-14,2,3
SHP104040,Pune,Mumbai,2489,Delhivery,Rail,2024-06-13,2024-06-16,2024-06-16,2,2
SHP104041,Chennai,Bangalore,2138,EcomExpress,Truck,2024-10-20,2024-10-23,2024-10-23,3,5
SHP104042,Ahmedabad,Chennai,322,DHL,Truck,2024-10-26,2024-10-30,2024-11-01,3,5
SHP104043,Pune,Mumbai,2332,BlueDart,Air,2024-07-11,2024-07-14,2024-07-14,2,2
SHP104044,Mumbai,Ahmedabad,2386,Delhivery,Rail,2024-06-11,2024-06-13,2024-06-13,3,1
SHP104045,Mumbai,Bangalore,700,EcomExpress,Truck,2024-05-05,2024-05-12,2024-05-13,3,4
SHP104046,Bangalore,Kolkata,591,EcomExpress,Air,2024-09-22,2024-09-25,2024-09-25,1,4
SHP104047,Mumbai,Chennai,1882,FedEx,Rail,2024-09-07,2024-09-14,2024-09-14,3,3
SHP104048,Pune,Mumbai,2434,DHL,Truck,2024-07-23,2024-07-30,2024-08-01,3,1
SHP104049,Delhi,Chennai,2446,FedEx,Air,2024-08-29,2024-09-01,2024-09-04,1,3
SHP104050,Ahmedabad,Pune,603,Delhivery,Air,2024-03-15,2024-03-22,2024-03-22,1,2
SHP104051,Hyderabad,Pune,2075,BlueDart,Rail,2024-06-16,2024-06-22,2024-06-24,1,4
SHP104052,Pune,Hyderabad,788,EcomExpress,Truck,2024-03-03,2024-03-10,2024-03-10,2,5
SHP104053,Kolkata,Mumbai,721,DHL,Truck,2024-04-14,2024-04-19,2024-04-20,3,4
SHP104054,Kolkata,Mumbai,1675,BlueDart,Truck,2024-09-05,2024-09-09,2024-09-09,2,2
SHP104055,Bangalore,Pune,1360,FedEx,Air,2024-08-28,2024-08-31,2024-09-03,0,4
SHP104056,Pune,Chennai,1618,Delhivery,Truck,2024-05-04,2024-05-11,2024-05-13,0,5
SHP104057,Mumbai,Hyderabad,699,BlueDart,Truck,2024-04-23,2024-04-30,2024-04-30,0,3
SHP104058,Bangalore,Hyderabad,1068,FedEx,Air,2024-08-11,2024-08-16,2024-08-19,1,5
SHP104059,Ahmedabad,Pune,859,BlueDart,Air,2024-06-05,2024-06-11,2024-06-11,0,1
SHP104060,Chennai,Ahmedabad,581,DHL,Rail,2024-10-15,2024-10-17,2024-10-17,3,3
SHP104061,Delhi,Kolkata,1934,DHL,Truck,2024-06-09,2024-06-15,2024-06-15,3,1
SHP104062,Delhi,Hyderabad,2431,DHL,Truck,2024-01-03,2024-01-09,2024-01-12,0,2
SHP104063,Ahmedabad,Delhi,1259,FedEx,Truck,2024-03-21,2024-03-26,2024-03-26,1,2
SHP104064,Mumbai,Delhi,2393,BlueDart,Air,2024-07-26,2024-07-27,2024-07-29,0,5
SHP104065,Chennai,Delhi,1254,Delhivery,Rail,2024-06-22,2024-06-24,2024-06-24,2,5
SHP104066,Ahmedabad,Delhi,1408,EcomExpress,Rail,2024-06-26,2024-06-30,2024-06-30,0,5
SHP104067,Bangalore,Pune,126,DHL,Rail,2024-08-14,2024-08-17,2024-08-18,1,4
SHP104068,Bangalore,Mumbai,397,BlueDart,Truck,2024-09-13,2024-09-15,2024-09-15,0,3
SHP104069,Ahmedabad,Mumbai,1901,BlueDart,Rail,2024-08-10,2024-08-12,2024-08-12,2,4
SHP104070,Chennai,Delhi,2004,FedEx,Truck,2024-10-03,2024-10-08,2024-10-08,0,4
SHP104071,Pune,Chennai,1012,FedEx,Truck,2024-05-25,2024-05-28,2024-05-30,2,3
SHP104072,Hyderabad,Mumbai,2472,EcomExpress,Truck,2024-02-04,2024-02-05,2024-02-08,2,3
SHP104073,Mumbai,Bangalore,1022,DHL,Truck,2024-07-09,2024-07-10,2024-07-10,3,3
SHP104074,Pune,Mumbai,2010,BlueDart,Rail,2024-08-29,2024-09-01,2024-09-01,1,5
SHP104075,Delhi,Chennai,2258,FedEx,Truck,2024-01-01,2024-01-06,2024-01-06,2,2
SHP104076,Chennai,Mumbai,453,BlueDart,Truck,2024-10-11,2024-10-14,2024-10-14,1,2
SHP104077,Delhi,Mumbai,1856,Delhivery,Air,2024-01-14,2024-01-15,2024-01-15,1,5
SHP104078,Chennai,Kolkata,2049,DHL,Truck,2024-09-22,2024-09-28,2024-09-28,3,2
SHP104079,Chennai,Kolkata,2124,BlueDart,Rail,2024-07-23,2024-07-24,2024-07-24,2,1
SHP104080,Mumbai,Chennai,1193,FedEx,Rail,2024-01-13,2024-01-14,2024-01-17,2,1
SHP104081,Ahmedabad,Bangalore,458,EcomExpress,Truck,2024-03-07,2024-03-10,2024-03-10,3,4
SHP104082,Chennai,Bangalore,373,EcomExpress,Truck,2024-03-06,2024-03-08,2024-03-09,3,5
SHP104083,Bangalore,Chennai,2305,BlueDart,Rail,2024-09-14,2024-09-15,2024-09-15,2,2
SHP104084,Chennai,Hyderabad,909,BlueDart,Air,2024-09-22,2024-09-26,2024-09-27,2,1
SHP104085,Bangalore,Delhi,1721,FedEx,Air,2024-09-04,2024-09-05,2024-09-06,3,3
SHP104086,Hyderabad,Ahmedabad,1083,EcomExpress,Rail,2024-05-03,2024-05-05,2024-05-08,1,1
SHP104087,Hyderabad,Bangalore,1120,BlueDart,Air,2024-07-31,2024-08-04,2024-08-04,1,5
SHP104088,Delhi,Pune,2223,FedEx,Rail,2024-09-20,2024-09-25,2024-09-27,1,5
SHP104089,Chennai,Ahmedabad,143,BlueDart,Air,2024-01-04,2024-01-05,2024-01-07,3,3
SHP104090,Delhi,Ahmedabad,1563,DHL,Rail,2024-07-24,2024-07-25,2024-07-26,2,2
SHP104091,Pune,Hyderabad,2458,DHL,Air,2024-05-13,2024-05-15,2024-05-15,1,5
SHP104092,Chennai,Kolkata,801,DHL,Rail,2024-04-11,2024-04-18,2024-04-20,2,3
SHP104093,Bangalore,Pune,2261,DHL,Rail,2024-04-04,2024-04-07,2024-04-07,2,5
SHP104094,Bangalore,Kolkata,327,DHL,Truck,2024-06-22,2024-06-27,2024-06-27,2,1
SHP104095,Bangalore,Pune,1529,Delhivery,Air,2024-03-11,2024-03-12,2024-03-12,2,2
SHP104096,Delhi,Kolkata,1636,DHL,Rail,2024-07-18,2024-07-24,2024-07-27,0,1
SHP104097,Ahmedabad,Pune,2061,DHL,Rail,2024-10-01,2024-10-05,2024-10-07,3,5
SHP104098,Mumbai,Bangalore,1336,BlueDart,Truck,2024-06-13,2024-06-18,2024-06-20,0,4
SHP104099,Chennai,Pune,2111,Delhivery,Rail,2024-09-02,2024-09-07,2024-09-10,2,4
SHP104100,Kolkata,Bangalore,656,FedEx,Truck,2024-01-21,2024-01-23,2024-01-23,2,5
SHP104101,Ahmedabad,Pune,2475,EcomExpress,Truck,2024-03-12,2024-03-18,2024-03-21,2,5
SHP104102,Ahmedabad,Mumbai,564,EcomExpress,Rail,2024-09-20,2024-09-21,2024-09-24,3,4
SHP104103,Ahmedabad,Mumbai,1414,EcomExpress,Truck,2024-03-24,2024-03-27,2024-03-27,3,2
SHP104104,Chennai,Delhi,459,EcomExpress,Air,2024-04-22,2024-04-24,2024-04-27,1,1
SHP104105,Mumbai,Ahmedabad,2026,Delhivery,Rail,2024-06-24,2024-06-26,2024-06-26,2,2
SHP104106,Bangalore,Chennai,1642,FedEx,Rail,2024-04-01,2024-04-03,2024-04-04,0,2
